Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5008852,M      ,1,1,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,57,13,0,1,1
5008853,M      ,1,1,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,57,13,0,16,1
5008854,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,2,1
5008855,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,29,1
5008856,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,4,1
5008857,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,28,1
5008858,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,11,1
5008859,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,5,1
5008860,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,4,1
5008861,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,4,1
5008862,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,3,1
5008863,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,2,1
5008864,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,3,1
5008865,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,2,1
5008866,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,2,1
5008867,F      ,1,1,2,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,44,9,0,4,1
5008868,F      ,0,1,1,211500,State servant                                     ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,45,20,0,25,1
5008870,F      ,0,1,1,211500,State servant                                     ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,45,20,0,12,1
5008872,M      ,1,1,0,360000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,46,15,1,10,1
5008873,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,22,1
5008874,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,46,1
5008875,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,40,1
5008876,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,44,1
5008877,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,8,1
5008878,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,3,9,1
5008879,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,22,1
5008880,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,11,1
5008881,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,20,1
5008882,F      ,0,1,2,126000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,4,34,5,0,40,1
5008888,F      ,0,1,0,247500,Commercial associate                              ,Higher education                                  ,Separated                                         ,Rented apartment                                  ,1,0,0,0,Core staff                                        ,1,47,4,0,6,1
5008889,F      ,0,1,0,247500,Commercial associate                              ,Higher education                                  ,Separated                                         ,Rented apartment                                  ,1,0,0,0,Core staff                                        ,1,47,4,0,5,1
5008890,F      ,0,1,0,247500,Commercial associate                              ,Higher education                                  ,Separated                                         ,Rented apartment                                  ,1,0,0,0,Core staff                                        ,1,47,4,0,6,1
5008891,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,8,1
5008892,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008893,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,37,1
5008894,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,37,1
5008895,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,35,1
5008896,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008897,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008898,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,21,1
5008899,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008900,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,21,1
5008901,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008902,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008903,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008904,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008905,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008906,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008907,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008908,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008909,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008910,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008911,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008912,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,20,1
5008913,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008914,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,18,1
5008915,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008916,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,17,1
5008917,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008918,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,16,1
5008919,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,16,1
5008920,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,15,1
5008921,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,14,1
5008922,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,13,1
5008923,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,13,1
5008924,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,13,1
5008925,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,13,1
5008926,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,11,1
5008927,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,10,1
5008928,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,1,9,1
5008929,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,8,1
5008930,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,7,1
5008931,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,6,1
5008932,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,6,1
5008933,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,6,1
5008934,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,5,1
5008935,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,5,1
5008936,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,4,1
5008937,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,2,1
5008938,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,2,1
5008939,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,1,1
5008940,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,2,1
5008941,F      ,0,1,0,297000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Rented apartment                                  ,1,0,0,0,Laborers                                          ,1,43,9,0,8,1
5008942,F      ,0,0,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,2,38,14,3,13,1
5008943,F      ,0,0,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,2,38,14,0,15,1
5008944,F      ,0,0,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,2,38,14,3,13,1
5008945,F      ,0,0,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,2,38,14,3,13,1
5008946,F      ,0,0,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,2,38,14,3,13,1
5008947,M      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,43,4,0,13,1
5008948,M      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,43,4,0,13,1
5008949,M      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,43,4,0,1,1
5008950,M      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,43,4,0,13,1
5008955,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,5,1
5008956,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,40,1
5008957,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,40,1
5008958,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,4,1
5008959,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,16,1
5008960,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,29,1
5008962,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,27,1
5008963,F      ,1,1,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,5,0,39,1
5008981,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,11,1
5008983,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,12,1
5008984,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,59,1
5008986,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,11,1
5008987,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,11,1
5008988,M      ,1,1,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,2,58,7,0,17,1
5008991,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,29,1
5008992,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,7,1
5008993,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,18,1
5008994,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,20,1
5008995,F      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,1,46,4,0,19,1
5008998,F      ,1,1,0,270000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,30,3,0,4,1
5008999,F      ,1,1,0,270000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,30,3,0,4,1
5009000,M      ,1,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,2,28,3,0,23,1
5009001,M      ,0,1,0,166500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,52,18,0,7,1
